Customer_ID,feature_snapshot_date,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Utilization_Ratio,Monthly_Balance,credit_history_months,num_loan_types,log_Annual_Income,debt_to_income,emi_to_salary,investment_rate,has_credit_limit_change,balance_to_debt,inq_per_loan,Credit_Mix_vec,Payment_Behaviour_vec,Payment_of_Min_Amount_vec,Occupation_vec,Age_group_vec,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20
CUS_0x1edc,2024-04-01,8.0,4.0,12.0,11,20.0,2.75,8.0,34.93889141690672,387.9638893560992,348,2,11.037363858746074,0.014071592646539002,0.0191442692605179,0.06195870602486546,1,0.44422554746014065,2.6666666666666665,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[2],[1.0])",133.0,37.0,65.0,31.0,-52.0,204.0,123.0,266.0,160.0,217.0,78.0,27.0,182.0,210.0,76.0,92.0,-29.0,122.0,93.0,144.0
CUS_0x1f9c,2024-04-01,3.0,6.0,1.0,1,5.0,10.06,5.0,25.35176147808052,297.4655858085963,286,-1,9.632987028293106,0.07047008673029727,0.0,0.09498828151868177,1,0.2772890231134241,5.0,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[1],[1.0])",135.0,58.0,99.0,122.0,159.0,166.0,102.0,4.0,2.0,60.0,143.0,36.0,41.0,213.0,221.0,-68.0,82.0,-65.0,67.0,-86.0
CUS_0x1fbd,2024-04-01,3.0,7.0,6.0,-1,7.0,11.03,9.0,41.71280739503951,757.7865165615817,334,1,11.250037983648669,0.003354064444029383,0.009407706300909292,0.011293443545269009,1,2.9311489031621343,4.5,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",72.0,-22.0,-153.0,14.0,90.0,37.0,-55.0,101.0,263.0,174.0,43.0,37.0,154.0,168.0,27.0,103.0,233.0,69.0,50.0,171.0
CUS_0x20db,2024-04-01,8.0,7.0,10.0,8,13.0,12.91,6.0,27.967502882398467,317.2193518990146,238,2,9.749094926775646,0.08675273693294303,0.012020967220225639,0.06382634013232302,1,0.2138815267194603,2.0,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[4],[1.0])","(4,[1],[1.0])",-34.0,187.0,217.0,62.0,128.0,252.0,203.0,25.0,179.0,102.0,-146.0,132.0,-53.0,-53.0,121.0,65.0,171.0,-81.0,58.0,103.0
CUS_0x2102,2024-04-01,4.0,6.0,7.0,14,2.0,11.14,7.0,29.951222705414644,843.1232528397977,358,4,11.74312399132053,0.004571474327479392,0.02853725380263076,0.014063929208773874,1,1.4642715321256552,1.4,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[1],[1.0])",4.0,139.0,233.0,167.0,35.0,252.0,37.0,-38.0,125.0,49.0,61.0,-4.0,216.0,118.0,69.0,27.0,-37.0,164.0,222.0,20.0
CUS_0x21bb,2024-04-01,3.0,4.0,10.0,11,12.0,-2.96,4.0,40.87238190970631,584.3732237956851,389,3,11.402352834253279,0.010409000657082546,0.030933609190562684,0.02688347558956499,1,0.6274500222904851,1.0,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[6],[1.0])","(4,[1],[1.0])",38.0,125.0,146.0,30.0,106.0,76.0,66.0,266.0,151.0,275.0,217.0,161.0,47.0,256.0,172.0,-17.0,124.0,107.0,138.0,66.0
CUS_0x21c1,2024-04-01,5.0,5.0,10.0,30,13.0,13.23,4.0,30.71611855009393,767.080767141165,252,1,11.583212991363064,0.009582905409927475,0.005935891135570511,0.0390390003819343,1,0.7463834016550527,2.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[1],[1.0])",-53.0,-8.0,120.0,62.0,-130.0,54.0,24.0,-51.0,205.0,57.0,96.0,101.0,-26.0,235.0,-103.0,157.0,202.0,60.0,86.0,199.0
CUS_0x21e9,2024-04-01,7.0,5.0,19.0,48,13.0,15.83,12.0,33.08828922908487,387.88004619509553,230,6,10.676750053517855,0.029183496213813397,0.036414635412820744,0.023277994100212702,1,0.3072426118108378,1.7142857142857142,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[2],[1.0])","(16,[11],[1.0])","(4,[2],[1.0])",133.0,-19.0,260.0,-154.0,44.0,252.0,136.0,88.0,175.0,7.0,-10.0,124.0,-39.0,96.0,-60.0,257.0,5.0,110.0,71.0,226.0
CUS_0x2258,2024-04-01,4.0,4.0,7.0,25,9.0,4.9,4.0,23.34204907963759,358.3297004680013,339,4,10.303039210612226,0.0007064988505562128,0.035056971506054364,0.025184630794122063,1,16.281363863525208,0.8,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[1],[1.0])","(16,[7],[1.0])","(4,[1],[1.0])",9.0,73.0,10.0,178.0,69.0,-50.0,137.0,143.0,121.0,40.0,-46.0,111.0,234.0,-38.0,168.0,134.0,160.0,175.0,200.0,37.0
CUS_0x228c,2024-04-01,3.0,5.0,16.0,17,18.0,6.75,3.0,36.2067818473349,277.62816184325186,362,4,10.084929138936344,0.01765552950949773,0.03923896037215829,0.06744811589064104,1,0.6565844138072671,0.6,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",-10.0,258.0,4.0,98.0,260.0,165.0,-24.0,230.0,212.0,76.0,-10.0,98.0,203.0,53.0,108.0,-15.0,82.0,-105.0,60.0,21.0
CUS_0x22d0,2024-04-01,2.0,3.0,18.0,30,9.0,5.9,7.0,37.601506753415926,233.4748423574349,180,4,10.243851136605882,0.02125427396113084,0.022057994921121954,3.857507529372509,1,0.39181011021561873,1.4,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",152.0,71.0,32.0,261.0,206.0,131.0,175.0,66.0,-18.0,210.0,57.0,135.0,-32.0,-55.0,104.0,257.0,172.0,-157.0,36.0,124.0
CUS_0x22f8,2024-04-01,7.0,4.0,19.0,22,12.0,14.97,4.0,38.8747558919682,280.0061979709682,310,-1,11.401079072524148,0.003698130223211929,0.0,0.0999851915209424,1,0.8472208091261703,4.0,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[7],[1.0])","(4,[0],[1.0])",99.0,139.0,93.0,138.0,82.0,196.0,245.0,266.0,201.0,8.0,67.0,108.0,166.0,256.0,121.0,220.0,104.0,-59.0,-11.0,160.0
CUS_0x234a,2024-04-01,10.0,7.0,25.0,42,19.0,7.91,7.0,29.25177474115128,205.83066165855118,100,6,9.687161956056155,0.08980747958032113,0.11570771706933744,0.020034749151334328,1,0.1428635203996209,1.0,"(4,[3],[1.0])","(7,[6],[1.0])","(3,[2],[1.0])","(16,[12],[1.0])","(4,[1],[1.0])",-47.0,13.0,129.0,151.0,42.0,223.0,179.0,33.0,132.0,98.0,162.0,20.0,72.0,70.0,173.0,233.0,60.0,39.0,143.0,-110.0
CUS_0x235a,2024-04-01,3.0,5.0,14.0,12,9.0,13.71,6.0,39.439821869171936,476.72842040761014,242,1,10.431524802794035,0.013539741955802103,0.007898028488907301,0.01318332258386646,1,1.0381789386465796,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[2],[1.0])","(4,[2],[1.0])",-7.0,-81.0,128.0,115.0,262.0,223.0,99.0,149.0,62.0,26.0,154.0,253.0,114.0,82.0,137.0,-12.0,105.0,97.0,-71.0,-102.0
CUS_0x23c8,2024-04-01,5.0,5.0,7.0,12,13.0,4.78,1.0,38.24704283193198,684.2071460867558,299,2,11.306738829085585,0.012777731622655164,0.01443933598466891,0.021581806685539426,1,0.6584098645976321,0.3333333333333333,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",97.0,46.0,-87.0,43.0,52.0,-29.0,16.0,-36.0,-84.0,62.0,155.0,63.0,77.0,-44.0,85.0,12.0,258.0,261.0,88.0,12.0
CUS_0x23dd,2024-04-01,7.0,5.0,16.0,12,9.0,9.64,8.0,26.25691277156297,353.6674375998719,304,4,10.302948672726586,0.046266618645880914,0.03692140921049926,0.02010984775742962,1,0.25687695108957975,1.6,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[14],[1.0])","(4,[1],[1.0])",189.0,72.0,19.0,261.0,262.0,147.0,151.0,209.0,117.0,162.0,50.0,12.0,254.0,135.0,133.0,68.0,195.0,42.0,202.0,245.0
CUS_0x23f3,2024-04-01,3.0,3.0,17.0,30,9.0,15.61,8.0,24.839225893644542,198.92236688634515,149,6,9.855092685226596,0.1100956959142279,0.05535933899048309,0.0962567161967888,1,0.09525147429657826,1.1428571428571428,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",81.0,15.0,100.0,253.0,262.0,152.0,-160.0,149.0,-96.0,169.0,106.0,32.0,130.0,178.0,147.0,106.0,226.0,261.0,95.0,87.0
CUS_0x240d,2024-04-01,3.0,3.0,18.0,15,16.0,4.94,4.0,39.12793593553803,1005.2827675576056,246,-1,11.84478335757641,0.0037264411848030657,0.06995215068023737,0.037523647553245054,1,1.9340433741257075,4.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[13],[1.0])","(4,[1],[1.0])",29.0,108.0,166.0,222.0,120.0,36.0,71.0,132.0,-8.0,83.0,41.0,253.0,-45.0,145.0,-57.0,5.0,120.0,50.0,111.0,77.0
CUS_0x2468,2024-04-01,7.0,10.0,15.0,55,21.0,24.51,14.0,32.01243650179456,266.7453033471391,160,5,9.24839020761215,0.3765386996129124,0.03192020620842858,0.08919537624337986,1,0.0684347036737209,2.3333333333333335,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",169.0,165.0,97.0,105.0,155.0,51.0,43.0,-117.0,94.0,142.0,-17.0,134.0,86.0,72.0,193.0,108.0,84.0,-17.0,121.0,-29.0
CUS_0x2483,2024-04-01,6.0,6.0,27.0,11,20.0,12.23,5.0,38.98461712021464,294.21230209008996,99,3,9.219098408170062,0.16748769449537146,0.026649936505824205,0.03923138506652699,1,0.17461880746599748,1.25,"(4,[0],[1.0])","(7,[5],[1.0])","(3,[2],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",173.0,146.0,164.0,45.0,195.0,155.0,141.0,231.0,76.0,124.0,195.0,214.0,135.0,75.0,126.0,143.0,96.0,203.0,61.0,82.0
CUS_0x2484,2024-04-01,3.0,4.0,11.0,27,19.0,17.74,4.0,33.741704761247284,273.43338743422265,84,4,10.29643531114956,0.03519142452683075,0.035971404124563185,0.07045881091702595,1,0.26296546356802125,0.8,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[13],[1.0])","(4,[2],[1.0])",186.0,100.0,24.0,133.0,211.0,199.0,121.0,152.0,86.0,76.0,96.0,66.0,-19.0,182.0,101.0,-38.0,245.0,48.0,13.0,132.0
CUS_0x24ae,2024-04-01,5.0,5.0,8.0,21,17.0,4.88,2.0,28.80003292470822,805.4948222240716,240,1,11.451807221342591,0.015104091369090645,0.008172641605707128,0.02102554344700967,1,0.567211133461854,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[1],[1.0])",39.0,-44.0,114.0,-41.0,82.0,-47.0,71.0,187.0,236.0,60.0,224.0,65.0,-55.0,153.0,-73.0,243.0,-40.0,160.0,253.0,209.0
CUS_0x24e3,2024-04-01,7.0,5.0,14.0,7,17.0,11.51,5.0,32.750305573578785,377.51047862975327,357,2,10.017330837556841,0.0015103832714678561,0.015362478065116,0.04236557422982747,1,10.861132815774843,1.6666666666666667,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",32.0,167.0,-39.0,-51.0,190.0,166.0,56.0,121.0,-166.0,-10.0,147.0,116.0,142.0,253.0,53.0,-1.0,43.0,191.0,-26.0,220.0
CUS_0x24ee,2024-04-01,7.0,7.0,25.0,55,19.0,8.65,11.0,24.017064463760644,243.44906802944138,242,7,9.648428837439827,0.1215389400300179,0.06856738072529284,0.06580834592053493,1,0.1297128572646064,1.375,"(4,[3],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",199.0,52.0,143.0,129.0,133.0,71.0,55.0,-84.0,-46.0,149.0,57.0,-3.0,-24.0,201.0,-7.0,-6.0,-35.0,69.0,139.0,-163.0
CUS_0x2714,2024-04-01,4.0,7.0,16.0,13,23.0,15.89,9.0,34.87282604332684,364.1321010323505,102,4,10.33103699658782,0.07502372032513963,0.023788144591969353,0.03109188817900825,1,0.15861722830112926,0.0891089108910891,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[3],[1.0])",236.0,75.0,152.0,153.0,220.0,12.0,22.0,130.0,59.0,87.0,197.0,-68.0,61.0,-83.0,83.0,10.0,73.0,246.0,217.0,198.0
CUS_0x272a,2024-04-01,7.0,4.0,15.0,23,18.0,9.95,9.0,32.85418038429188,343.84698822998865,77,2,10.296711036783043,0.0038272326057812063,0.013588878090698179,0.05101284329721911,1,3.0138698499387226,3.0,"(4,[0],[1.0])","(7,[4],[1.0])","(3,[0],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",82.0,-118.0,11.0,170.0,86.0,-52.0,-67.0,93.0,-20.0,114.0,-117.0,88.0,-63.0,121.0,63.0,10.0,234.0,30.0,80.0,93.0
CUS_0x2808,2024-04-01,1.0,5.0,5.0,4,11.0,2.57,0.0,31.39649131316795,407.5691654243184,281,4,10.675446837734354,0.008394862851328233,0.031178108004573827,0.02118175402523101,1,1.1214260846603858,0.0,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[2],[1.0])",107.0,199.0,27.0,83.0,48.0,100.0,28.0,41.0,-8.0,214.0,88.0,150.0,148.0,-51.0,94.0,-8.0,-60.0,-56.0,-37.0,4.0
CUS_0x2813,2024-04-01,5.0,5.0,9.0,27,8.0,5.04,1.0,28.38062137604166,237.06729038214257,266,1,9.616898216164083,0.021987293892011404,0.009623564982971676,0.13388581060305912,1,0.7188673200535753,0.5,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[2],[1.0])","(4,[2],[1.0])",64.0,47.0,77.0,36.0,45.0,233.0,113.0,86.0,30.0,197.0,49.0,157.0,86.0,-65.0,58.0,139.0,24.0,7.0,38.0,39.0
CUS_0x2823,2024-04-01,4.0,4.0,4.0,9,11.0,6.04,4.0,35.185878395513136,842.3840446052122,298,1,11.386985753898573,0.003704342224057128,0.007935394677425598,0.00921647311886406,1,2.574432370589781,2.0,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[13],[1.0])","(4,[1],[1.0])",121.0,88.0,169.0,71.0,155.0,157.0,-20.0,266.0,178.0,210.0,13.0,171.0,143.0,-92.0,8.0,188.0,166.0,49.0,261.0,37.0
CUS_0x2863,2024-04-01,7.0,6.0,18.0,9,16.0,17.8,12.0,31.054317159602675,612.2798989953858,70,4,11.289939901175334,0.009909934230391597,0.022644277917856052,0.022799653955353456,1,0.7724706506894723,2.4,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[2],[1.0])","(16,[2],[1.0])","(4,[1],[1.0])",153.0,162.0,148.0,65.0,188.0,213.0,43.0,23.0,103.0,148.0,254.0,253.0,120.0,112.0,169.0,207.0,31.0,40.0,218.0,238.0
CUS_0x2876,2024-04-01,3.0,4.0,12.0,22,17.0,11.68,2.0,37.90439304292983,340.842461863249,350,4,10.443164446748666,0.03209444738341633,0.027454337277900247,0.0538099570222805,1,0.31016528164848883,0.4,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[3],[1.0])",-14.0,140.0,261.0,261.0,-37.0,119.0,88.0,99.0,55.0,87.0,1.0,-17.0,-13.0,121.0,255.0,217.0,68.0,254.0,170.0,156.0
CUS_0x28d0,2024-04-01,2.0,1.0,6.0,3,2.0,5.21,2.0,37.24869231211365,333.4766296665429,244,-1,9.698575848920889,0.07300490322279729,0.0,0.02712073995469825,1,0.28093823098729426,2.0,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[15],[1.0])","(4,[0],[1.0])",98.0,143.0,192.0,9.0,8.0,1.0,152.0,-69.0,-72.0,21.0,227.0,84.0,223.0,50.0,193.0,120.0,57.0,56.0,217.0,195.0
CUS_0x2998,2024-04-01,6.0,10.0,19.0,52,21.0,28.05,13.0,33.41328591089462,270.8559949164529,63,5,9.947056969432742,0.20696100887239027,0.025514871333734944,0.08561023599710582,1,0.06286341813979557,2.1666666666666665,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[1],[1.0])",140.0,130.0,5.0,123.0,67.0,166.0,76.0,-34.0,-1.0,177.0,81.0,132.0,37.0,172.0,194.0,106.0,23.0,216.0,56.0,30.0
CUS_0x29d5,2024-04-01,0.0,4.0,7.0,7,3.0,8.36,1.0,38.68306521029151,276.5555357396156,401,1,11.802218114745775,0.002424816498905826,0.00918552193104632,0.09022673765272342,1,0.854463983436307,0.5,"(4,[1],[1.0])","(7,[5],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",51.0,-17.0,261.0,16.0,169.0,-16.0,-7.0,36.0,108.0,81.0,85.0,131.0,76.0,256.0,30.0,214.0,186.0,100.0,261.0,27.0
CUS_0x2a2e,2024-04-01,10.0,7.0,32.0,55,17.0,19.21,11.0,28.93725681931755,741.586255076259,243,2,11.307572714664568,0.021645832310034873,0.015137401631879993,0.009627528435790088,1,0.4210269341325352,3.6666666666666665,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",-81.0,258.0,210.0,-76.0,243.0,110.0,163.0,14.0,156.0,-92.0,84.0,167.0,195.0,6.0,160.0,110.0,138.0,125.0,-91.0,165.0
CUS_0x2b11,2024-04-01,4.0,3.0,5.0,14,9.0,1.6,5.0,33.514899956889984,317.91259760097313,213,3,11.628676125639885,0.003648474204382427,0.023972322520160346,1.0941059690865829,1,0.7766611407164121,1.25,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",107.0,42.0,15.0,261.0,258.0,-61.0,56.0,143.0,102.0,122.0,135.0,161.0,199.0,97.0,110.0,170.0,55.0,209.0,3.0,171.0
CUS_0x2b2b,2024-04-01,8.0,7.0,21.0,58,23.0,28.59,7.0,25.64457169946413,214.4961613651628,166,7,9.684766706626158,0.28346168109853076,0.06533548947229409,0.10222098866241529,1,0.04729433431548469,0.875,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[2],[1.0])","(16,[5],[1.0])","(4,[2],[1.0])",117.0,76.0,134.0,81.0,233.0,115.0,79.0,87.0,86.0,242.0,153.0,105.0,-33.0,244.0,17.0,155.0,129.0,70.0,9.0,18.0
CUS_0x2bc7,2024-04-01,10.0,8.0,29.0,39,15.0,17.0,10.0,31.18472143846612,409.34669663406873,108,4,10.845716949622831,0.029203588111603288,0.03314621762695335,0.030829382281753866,1,0.27364655839022956,2.0,"(4,[3],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[3],[1.0])",69.0,18.0,166.0,2.0,49.0,72.0,109.0,163.0,49.0,164.0,187.0,-91.0,-1.0,102.0,15.0,139.0,-41.0,190.0,113.0,79.0
CUS_0x2c1a,2024-04-01,8.0,8.0,28.0,16,23.0,24.1,7.0,38.056955067589946,262.92334725628416,82,6,9.060771346987337,0.4283811357610625,0.06796545607004058,0.06516085115745651,1,0.07152975777333771,1.0,"(4,[3],[1.0])","(7,[6],[1.0])","(3,[2],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",43.0,7.0,-47.0,96.0,107.0,207.0,3.0,117.0,222.0,32.0,-57.0,56.0,-96.0,256.0,122.0,177.0,112.0,23.0,99.0,93.0
CUS_0x2c1c,2024-04-01,5.0,6.0,7.0,15,8.0,12.41,0.0,37.406590679241525,369.32699075603404,231,-1,16.56609092582948,5.7648003129114366e-05,0.0,0.029980579519531033,1,0.40997574506087087,0.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[7],[1.0])","(4,[1],[1.0])",108.0,144.0,31.0,155.0,101.0,87.0,108.0,263.0,153.0,37.0,-89.0,163.0,75.0,33.0,67.0,76.0,166.0,-39.0,261.0,103.0
CUS_0x2c2b,2024-04-01,10.0,5.0,24.0,23,23.0,8.94,7.0,37.87281851700329,290.42709289927484,215,3,8.889179417132162,0.1855298415221703,0.030644731525191413,0.030722488728789965,1,0.21640732842682994,1.75,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",164.0,150.0,97.0,111.0,159.0,89.0,117.0,2.0,59.0,-20.0,133.0,-28.0,194.0,256.0,-117.0,180.0,194.0,52.0,87.0,52.0
CUS_0x2c51,2024-04-01,9.0,4.0,18.0,24,13.0,4.03,14.0,33.47100818486845,741.0681042689522,330,-1,11.303388423819538,2.6265180164338638e-05,0.0,0.025534481815161502,1,237.08246142778026,14.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[2],[1.0])",114.0,122.0,84.0,-133.0,189.0,238.0,36.0,134.0,114.0,77.0,-16.0,30.0,-20.0,152.0,71.0,103.0,-8.0,238.0,123.0,89.0
CUS_0x2c7f,2024-04-01,8.0,6.0,19.0,7,10.0,11.9,9.0,29.147007793476185,284.8510435655619,288,1,9.5253463482308,0.07738634974557888,24.921254856668135,0.08952858425981196,1,0.26931509663233644,4.5,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",-9.0,-88.0,85.0,145.0,12.0,88.0,100.0,165.0,271.0,255.0,234.0,156.0,79.0,154.0,12.0,100.0,255.0,106.0,90.0,-23.0
CUS_0x2c94,2024-04-01,4.0,5.0,18.0,5,14.0,13.8,6.0,30.90968726224852,320.52021401535814,382,4,10.367758217199567,0.00015149100781435877,0.04314848835938054,0.02385559559456986,1,55.24402302669383,1.2,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[3],[1.0])",235.0,63.0,222.0,106.0,190.0,185.0,77.0,209.0,134.0,54.0,176.0,253.0,181.0,-24.0,-29.0,117.0,12.0,90.0,90.0,-61.0
CUS_0x2cd1,2024-04-01,8.0,9.0,19.0,28,20.0,15.2,8.0,36.1882327406459,293.0743412896246,194,5,8.930566943592442,0.2600101857914823,0.041358619916338574,0.02657759501394399,1,0.14953743658450525,1.3333333333333333,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[4],[1.0])","(4,[1],[1.0])",240.0,184.0,187.0,72.0,168.0,104.0,196.0,255.0,155.0,275.0,116.0,156.0,141.0,14.0,95.0,204.0,64.0,193.0,80.0,162.0
CUS_0x2ced,2024-04-01,4.0,4.0,3.0,9,8.0,9.68,6.0,23.230006719491247,315.15403666381474,386,4,9.304644136423516,0.12597399111014854,46.93384510409865,0.054364903283998615,1,0.22821733365851554,1.2,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[7],[1.0])","(4,[0],[1.0])",60.0,31.0,207.0,10.0,212.0,10.0,55.0,18.0,22.0,208.0,238.0,253.0,258.0,102.0,0.0,-23.0,258.0,-10.0,156.0,-71.0
CUS_0x2cfe,2024-04-01,2.0,3.0,2.0,3,11.0,1.72,2.0,30.78740099981213,446.86589285674233,394,3,10.563482728026344,0.01837647942947607,0.022871400335300256,0.013210904586486875,1,0.6289456288625628,0.5,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[8],[1.0])","(4,[1],[1.0])",138.0,158.0,198.0,126.0,262.0,-38.0,24.0,-24.0,168.0,-3.0,-38.0,46.0,91.0,-187.0,123.0,190.0,258.0,261.0,150.0,145.0
CUS_0x2d3e,2024-04-01,6.0,5.0,7.0,30,12.0,16.22,6.0,26.59988346920549,646.2379878009873,338,2,11.130432954489065,0.014344016570916752,0.010444389552287764,0.019550711139483146,1,0.6607908072578457,2.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[1],[1.0])",-7.0,-75.0,-118.0,54.0,122.0,117.0,198.0,230.0,-13.0,160.0,254.0,-73.0,-15.0,142.0,255.0,1.0,229.0,-49.0,-17.0,150.0
CUS_0x2d84,2024-04-01,1.0,7.0,10.0,3,11.0,1.58,4.0,27.909555008636172,456.22934469231734,387,4,10.695862456568587,0.00783515432944911,0.02726457853217463,0.017240347281898303,1,1.3172841967511302,0.8,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[2],[1.0])","(4,[2],[1.0])",261.0,-3.0,176.0,9.0,196.0,252.0,185.0,130.0,134.0,39.0,-57.0,123.0,203.0,-88.0,196.0,72.0,162.0,65.0,261.0,259.0
CUS_0x2e15,2024-04-01,2.0,3.0,11.0,15,3.0,7.77,4.0,35.838298592086616,461.68958817031034,354,4,10.692807495314652,0.022544862989824464,0.021356606268693616,2.573507413953171,1,0.4655621063665922,0.8,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[2],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",154.0,171.0,257.0,6.0,32.0,118.0,-19.0,46.0,58.0,-213.0,-29.0,140.0,131.0,135.0,-65.0,104.0,-27.0,10.0,106.0,203.0
CUS_0x2e22,2024-04-01,6.0,3.0,13.0,8,10.0,11.81,6.0,34.801621834530934,317.1786716369133,192,6,9.651983106202936,0.12224837004745187,0.03003753424101552,0.04924920677729931,1,0.16726174466267496,0.8571428571428571,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[1],[1.0])",93.0,222.0,-180.0,197.0,15.0,147.0,11.0,41.0,126.0,161.0,119.0,44.0,135.0,52.0,193.0,110.0,258.0,166.0,10.0,132.0
CUS_0x2ff3,2024-04-01,3.0,9.0,15.0,15,20.0,15.96,14.0,30.49259108483037,239.4997167117976,101,6,9.099447916649527,0.28557654169948665,0.07564163507455553,0.07995719740022926,1,0.09405505520580583,2.0,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",195.0,82.0,-87.0,53.0,24.0,186.0,26.0,-35.0,266.0,165.0,52.0,198.0,34.0,151.0,48.0,85.0,89.0,-43.0,192.0,137.0
